#HEADER,,,,,,,,,,,,,,,
#TITLES,,,,,,,,,,,,,,,
,,R1,R2,R3,R4,SG5_1,SG5_2,SG5_3,R6,R7,SG8_1,SG8_2,SG8_3,LVDT,Force[N]
488,0.974,1,1,1,1,127.1,45.494,-38.277,1,1,127.1,45.494,-38.277,0.0001,-0.00034
489,0.976,1,1,1,1,156.59,56.096,-47.267,1,1,156.59,56.096,-47.267,0.0001,-0.00034
490,0.978,1,1,1,1,187.98,67.368,-56.792,1,1,187.98,67.368,-56.792,0.0001,-0.00034
491,0.98,1,1,1,1,221.96,79.552,-67.087,1,1,221.96,79.552,-67.087,0.0001,-0.00034
492,0.982,1,1,1,1,260.49,93.359,-78.701,1,1,260.49,93.359,-78.701,0.0001,-0.00034
493,0.984,1,1,1,1,304,108.92,-91.732,1,1,304,108.92,-91.732,0.0001,-0.00034
494,0.986,1,1,1,1,349.48,125.13,-105.34,1,1,349.48,125.13,-105.34,0.0001,-0.00034
495,0.988,1,1,1,1,394.32,141.09,-118.76,1,1,394.32,141.09,-118.76,0.0001,-0.00034
496,0.99,1,1,1,1,436.68,156.19,-131.41,1,1,436.68,156.19,-131.41,0.0001,-0.00034
497,0.992,1,1,1,1,472.96,169.16,-142.25,1,1,472.96,169.16,-142.25,0.0001,-0.00034
498,0.994,1,1,1,1,500.36,178.96,-150.5,1,1,500.36,178.96,-150.5,0.0001,-0.00034
499,0.996,1,1,1,1,519.39,185.78,-156.25,1,1,519.39,185.78,-156.25,0.0001,-0.00034
500,0.998,1,1,1,1,530.74,189.87,-159.72,1,1,530.74,189.87,-159.72,0.0001,-0.00034
501,1,1,1,1,1,534.76,191.35,-161.04,1,1,534.76,191.35,-161.04,0.0001,-0.00034
502,1.002,1,1,1,1,534.45,191.3,-161.06,1,1,534.45,191.3,-161.06,0.0001,-0.00034
503,1.004,1,1,1,1,533.53,191.05,-160.86,1,1,533.53,191.05,-160.86,0.0001,-0.00034
504,1.006,1,1,1,1,533.3,191,-160.84,1,1,533.3,191,-160.84,0.0001,-0.00034
505,1.008,1,1,1,1,534.72,191.49,-161.29,1,1,534.72,191.49,-161.29,0.0001,-0.00034
506,1.01,1,1,1,1,539.08,193.01,-162.56,1,1,539.08,193.01,-162.56,0.0001,-0.00034
507,1.012,1,1,1,1,544.87,195.05,-164.21,1,1,544.87,195.05,-164.21,0.0001,-0.00034
508,1.014,1,1,1,1,548.96,196.48,-165.35,1,1,548.96,196.48,-165.35,0.0001,-0.00034
509,1.016,1,1,1,1,549.72,196.7,-165.49,1,1,549.72,196.7,-165.49,0.0001,-0.00034
510,1.018,1,1,1,1,545.22,195.04,-164.05,1,1,545.22,195.04,-164.05,0.0001,-0.00034
511,1.02,1,1,1,1,532.39,190.41,-160.15,1,1,532.39,190.41,-160.15,0.0001,-0.00034
512,1.022,1,1,1,1,510.49,182.57,-153.58,1,1,510.49,182.57,-153.58,0.0001,-0.00034
513,1.024,1,1,1,1,481.11,172.11,-144.78,1,1,481.11,172.11,-144.78,0.0001,-0.00034
514,1.026,1,1,1,1,445.31,159.36,-134.07,1,1,445.31,159.36,-134.07,0.0001,-0.00034
515,1.028,1,1,1,1,404.94,144.96,-122.02,1,1,404.94,144.96,-122.02,0.0001,-0.00034
516,1.03,1,1,1,1,363.82,130.27,-109.73,1,1,363.82,130.27,-109.73,0.0001,-0.00034
517,1.032,1,1,1,1,324.47,116.22,-97.915,1,1,324.47,116.22,-97.915,0.0001,-0.00034
518,1.034,1,1,1,1,287.47,103,-86.794,1,1,287.47,103,-86.794,0.0001,-0.00034
519,1.036,1,1,1,1,253.97,91.006,-76.686,1,1,253.97,91.006,-76.686,0.0001,-0.00034
520,1.038,1,1,1,1,224.23,80.325,-67.646,1,1,224.23,80.325,-67.646,0.0001,-0.00034
521,1.04,1,1,1,1,195.68,70.04,-58.951,1,1,195.68,70.04,-58.951,0.0001,-0.00034
522,1.042,1,1,1,1,165.78,59.269,-49.866,1,1,165.78,59.269,-49.866,0.0001,-0.00034
523,1.044,1,1,1,1,133.32,47.617,-40.006,1,1,133.32,47.617,-40.006,0.0001,-0.00034
524,1.046,1,1,1,1,96.269,34.356,-28.793,1,1,96.269,34.356,-28.793,0.0001,-0.00034
525,1.048,1,1,1,1,53.045,18.887,-15.787,1,1,53.045,18.887,-15.787,0.0001,-0.00034
526,1.05,1,1,1,1,4.8077,1.6319,-1.3081,1,1,4.8077,1.6319,-1.3081,0.0001,-0.00034
527,1.052,1,1,1,1,-46.589,-16.725,14.11,1,1,-46.589,-16.725,14.11,0.0001,-0.00034
528,1.054,1,1,1,1,-99.868,-35.738,30.065,1,1,-99.868,-35.738,30.065,0.0001,-0.00034
529,1.056,1,1,1,1,-152.18,-54.398,45.721,1,1,-152.18,-54.398,45.721,0.0001,-0.00034
530,1.058,1,1,1,1,-200.01,-71.469,60.076,1,1,-200.01,-71.469,60.076,0.0001,-0.00034
531,1.06,1,1,1,1,-242.11,-86.53,72.742,1,1,-242.11,-86.53,72.742,0.0001,-0.00034
532,1.062,1,1,1,1,-278.25,-99.497,83.635,1,1,-278.25,-99.497,83.635,0.0001,-0.00034
533,1.064,1,1,1,1,-307.91,-110.15,92.626,1,1,-307.91,-110.15,92.626,0.0001,-0.00034
534,1.066,1,1,1,1,-332.41,-118.94,100.1,1,1,-332.41,-118.94,100.1,0.0001,-0.00034
535,1.068,1,1,1,1,-354.62,-126.93,106.87,1,1,-354.62,-126.93,106.87,0.0001,-0.00034
536,1.07,1,1,1,1,-376.21,-134.71,113.44,1,1,-376.21,-134.71,113.44,0.0001,-0.00034
537,1.072,1,1,1,1,-398.38,-142.69,120.18,1,1,-398.38,-142.69,120.18,0.0001,-0.00034
538,1.074,1,1,1,1,-423.05,-151.52,127.62,1,1,-423.05,-151.52,127.62,0.0001,-0.00034
539,1.076,1,1,1,1,-450.4,-161.29,135.81,1,1,-450.4,-161.29,135.81,0.0001,-0.00034
540,1.078,1,1,1,1,-478.41,-171.26,144.19,1,1,-478.41,-171.26,144.19,0.0001,-0.00034
541,1.08,1,1,1,1,-505.38,-180.86,152.23,1,1,-505.38,-180.86,152.23,0.0001,-0.00034
542,1.082,1,1,1,1,-529.66,-189.52,159.45,1,1,-529.66,-189.52,159.45,0.0001,-0.00034
543,1.084,1,1,1,1,-548.31,-196.16,165,1,1,-548.31,-196.16,165,0.0001,-0.00034
544,1.086,1,1,1,1,-559.31,-200.07,168.3,1,1,-559.31,-200.07,168.3,0.0001,-0.00034
545,1.088,1,1,1,1,-562.68,-201.27,169.32,1,1,-562.68,-201.27,169.32,0.0001,-0.00034
546,1.09,1,1,1,1,-558.49,-199.8,168.1,1,1,-558.49,-199.8,168.1,0.0001,-0.00034
547,1.092,1,1,1,1,-547.27,-195.83,164.8,1,1,-547.27,-195.83,164.8,0.0001,-0.00034
548,1.094,1,1,1,1,-531.63,-190.3,160.18,1,1,-531.63,-190.3,160.18,0.0001,-0.00034
549,1.096,1,1,1,1,-514.35,-184.16,155.04,1,1,-514.35,-184.16,155.04,0.0001,-0.00034
550,1.098,1,1,1,1,-496.69,-177.85,149.77,1,1,-496.69,-177.85,149.77,0.0001,-0.00034
551,1.1,1,1,1,1,-479.97,-171.87,144.76,1,1,-479.97,-171.87,144.76,0.0001,-0.00034
552,1.102,1,1,1,1,-465.38,-166.64,140.33,1,1,-465.38,-166.64,140.33,0.0001,-0.00034
553,1.104,1,1,1,1,-451.93,-161.81,136.21,1,1,-451.93,-161.81,136.21,0.0001,-0.00034
554,1.106,1,1,1,1,-437.7,-156.67,131.86,1,1,-437.7,-156.67,131.86,0.0001,-0.00034
555,1.108,1,1,1,1,-421.46,-150.8,126.89,1,1,-421.46,-150.8,126.89,0.0001,-0.00034
556,1.11,1,1,1,1,-401.31,-143.54,120.74,1,1,-401.31,-143.54,120.74,0.0001,-0.00034
557,1.112,1,1,1,1,-374.89,-134.07,112.75,1,1,-374.89,-134.07,112.75,0.0001,-0.00034
558,1.114,1,1,1,1,-341.79,-122.23,102.79,1,1,-341.79,-122.23,102.79,0.0001,-0.00034
559,1.116,1,1,1,1,-302.9,-108.34,91.109,1,1,-302.9,-108.34,91.109,0.0001,-0.00034
560,1.118,1,1,1,1,-258.91,-92.632,77.92,1,1,-258.91,-92.632,77.92,0.0001,-0.00034
561,1.12,1,1,1,1,-211.53,-75.703,63.738,1,1,-211.53,-75.703,63.738,0.0001,-0.00034
562,1.122,1,1,1,1,-163.77,-58.654,49.425,1,1,-163.77,-58.654,49.425,0.0001,-0.00034
563,1.124,1,1,1,1,-117.67,-42.203,35.585,1,1,-117.67,-42.203,35.585,0.0001,-0.00034
564,1.126,1,1,1,1,-74.3,-26.697,22.548,1,1,-74.3,-26.697,22.548,0.0001,-0.00034
565,1.128,1,1,1,1,-34.948,-12.598,10.684,1,1,-34.948,-12.598,10.684,0.0001,-0.00034
566,1.13,1,1,1,1,0.27195,0.04286,0.015867,1,1,0.27195,0.04286,0.015867,0.0001,-0.00034
567,1.132,1,1,1,1,33.168,11.862,-9.9639,1,1,33.168,11.862,-9.9639,0.0001,-0.00034
568,1.134,1,1,1,1,65.377,23.429,-19.733,1,1,65.377,23.429,-19.733,0.0001,-0.00034
569,1.136,1,1,1,1,98.017,35.136,-29.637,1,1,98.017,35.136,-29.637,0.0001,-0.00034
570,1.138,1,1,1,1,132.93,47.651,-40.199,1,1,132.93,47.651,-40.199,0.0001,-0.00034
571,1.14,1,1,1,1,171.34,61.416,-51.767,1,1,171.34,61.416,-51.767,0.0001,-0.00034
572,1.142,1,1,1,1,212.58,76.167,-64.159,1,1,212.58,76.167,-64.159,0.0001,-0.00034
573,1.144,1,1,1,1,255.57,91.512,-77.061,1,1,255.57,91.512,-77.061,0.0001,-0.00034
574,1.146,1,1,1,1,299.17,107.06,-90.116,1,1,299.17,107.06,-90.116,0.0001,-0.00034
575,1.148,1,1,1,1,340.9,121.96,-102.6,1,1,340.9,121.96,-102.6,0.0001,-0.00034
576,1.15,1,1,1,1,378.15,135.26,-113.78,1,1,378.15,135.26,-113.78,0.0001,-0.00034
577,1.152,1,1,1,1,409.85,146.6,-123.3,1,1,409.85,146.6,-123.3,0.0001,-0.00034
578,1.154,1,1,1,1,435.38,155.74,-130.99,1,1,435.38,155.74,-130.99,0.0001,-0.00034
579,1.156,1,1,1,1,454.2,162.49,-136.7,1,1,454.2,162.49,-136.7,0.0001,-0.00034
580,1.158,1,1,1,1,467.39,167.24,-140.75,1,1,467.39,167.24,-140.75,0.0001,-0.00034
581,1.16,1,1,1,1,477.04,170.74,-143.72,1,1,477.04,170.74,-143.72,0.0001,-0.00034
582,1.162,1,1,1,1,484.55,173.48,-146.05,1,1,484.55,173.48,-146.05,0.0001,-0.00034
583,1.164,1,1,1,1,491.34,175.93,-148.14,1,1,491.34,175.93,-148.14,0.0001,-0.00034
584,1.166,1,1,1,1,499.07,178.7,-150.48,1,1,499.07,178.7,-150.48,0.0001,-0.00034
585,1.168,1,1,1,1,507.9,181.84,-153.12,1,1,507.9,181.84,-153.12,0.0001,-0.00034
586,1.17,1,1,1,1,516.66,184.95,-155.71,1,1,516.66,184.95,-155.71,0.0001,-0.00034
587,1.172,1,1,1,1,524.34,187.67,-157.96,1,1,524.34,187.67,-157.96,0.0001,-0.00034
588,1.174,1,1,1,1,529.54,189.49,-159.45,1,1,529.54,189.49,-159.45,0.0001,-0.00034
589,1.176,1,1,1,1,529.92,189.6,-159.51,1,1,529.92,189.6,-159.51,0.0001,-0.00034
590,1.178,1,1,1,1,523.99,187.44,-157.69,1,1,523.99,187.44,-157.69,0.0001,-0.00034
591,1.18,1,1,1,1,511.48,182.97,-153.92,1,1,511.48,182.97,-153.92,0.0001,-0.00034
592,1.182,1,1,1,1,492.28,176.12,-148.17,1,1,492.28,176.12,-148.17,0.0001,-0.00034
593,1.184,1,1,1,1,467,167.11,-140.62,1,1,467,167.11,-140.62,0.0001,-0.00034
594,1.186,1,1,1,1,437.77,156.69,-131.88,1,1,437.77,156.69,-131.88,0.0001,-0.00034
595,1.188,1,1,1,1,406.65,145.58,-122.56,1,1,406.65,145.58,-122.56,0.0001,-0.00034
596,1.19,1,1,1,1,374.9,134.24,-113.05,1,1,374.9,134.24,-113.05,0.0001,-0.00034
597,1.192,1,1,1,1,344.06,123.21,-103.78,1,1,344.06,123.21,-103.78,0.0001,-0.00034
598,1.194,1,1,1,1,315.22,112.89,-95.078,1,1,315.22,112.89,-95.078,0.0001,-0.00034
599,1.196,1,1,1,1,287.82,103.07,-86.78,1,1,287.82,103.07,-86.78,0.0001,-0.00034
600,1.198,1,1,1,1,260.72,93.324,-78.565,1,1,260.72,93.324,-78.565,0.0001,-0.00034
601,1.2,1,1,1,1,232.98,83.35,-70.139,1,1,232.98,83.35,-70.139,0.0001,-0.00034
602,1.202,1,1,1,1,202.94,72.573,-61.028,1,1,202.94,72.573,-61.028,0.0001,-0.00034
603,1.204,1,1,1,1,168.9,60.377,-50.744,1,1,168.9,60.377,-50.744,0.0001,-0.00034
604,1.206,1,1,1,1,130.53,46.641,-39.184,1,1,130.53,46.641,-39.184,0.0001,-0.00034
605,1.208,1,1,1,1,88.208,31.506,-26.454,1,1,88.208,31.506,-26.454,0.0001,-0.00034
606,1.21,1,1,1,1,42.37,15.122,-12.696,1,1,42.37,15.122,-12.696,0.0001,-0.00034
607,1.212,1,1,1,1,-5.4611,-1.9619,1.6422,1,1,-5.4611,-1.9619,1.6422,0.0001,-0.00034
608,1.214,1,1,1,1,-52.909,-18.898,15.875,1,1,-52.909,-18.898,15.875,0.0001,-0.00034
609,1.216,1,1,1,1,-98.287,-35.104,29.5,1,1,-98.287,-35.104,29.5,0.0001,-0.00034
610,1.218,1,1,1,1,-140.39,-50.167,42.153,1,1,-140.39,-50.167,42.153,0.0001,-0.00034
611,1.22,1,1,1,1,-178.01,-63.641,53.489,1,1,-178.01,-63.641,53.489,0.0001,-0.00034
612,1.222,1,1,1,1,-211.04,-75.482,63.48,1,1,-211.04,-75.482,63.48,0.0001,-0.00034
613,1.224,1,1,1,1,-240.66,-86.107,72.453,1,1,-240.66,-86.107,72.453,0.0001,-0.00034
614,1.226,1,1,1,1,-267.92,-95.894,80.721,1,1,-267.92,-95.894,80.721,0.0001,-0.00034
615,1.228,1,1,1,1,-293.9,-105.22,88.608,1,1,-293.9,-105.22,88.608,0.0001,-0.00034
616,1.23,1,1,1,1,-320.25,-114.69,96.588,1,1,-320.25,-114.69,96.588,0.0001,-0.00034
617,1.232,1,1,1,1,-347.98,-124.62,104.95,1,1,-347.98,-124.62,104.95,0.0001,-0.00034
618,1.234,1,1,1,1,-376.79,-134.92,113.61,1,1,-376.79,-134.92,113.61,0.0001,-0.00034
619,1.236,1,1,1,1,-406.08,-145.37,122.39,1,1,-406.08,-145.37,122.39,0.0001,-0.00034
620,1.238,1,1,1,1,-434.93,-155.66,131.02,1,1,-434.93,-155.66,131.02,0.0001,-0.00034
621,1.24,1,1,1,1,-461.38,-165.1,138.93,1,1,-461.38,-165.1,138.93,0.0001,-0.00034
622,1.242,1,1,1,1,-483.56,-173.01,145.56,1,1,-483.56,-173.01,145.56,0.0001,-0.00034
623,1.244,1,1,1,1,-500.48,-179.05,150.63,1,1,-500.48,-179.05,150.63,0.0001,-0.00034
624,1.246,1,1,1,1,-511.35,-182.93,153.9,1,1,-511.35,-182.93,153.9,0.0001,-0.00034
625,1.248,1,1,1,1,-515.72,-184.51,155.25,1,1,-515.72,-184.51,155.25,0.0001,-0.00034
626,1.25,1,1,1,1,-514.5,-184.11,154.93,1,1,-514.5,-184.11,154.93,0.0001,-0.00034
627,1.252,1,1,1,1,-509.25,-182.27,153.4,1,1,-509.25,-182.27,153.4,0.0001,-0.00034
628,1.254,1,1,1,1,-501.18,-179.41,151.03,1,1,-501.18,-179.41,151.03,0.0001,-0.00034
629,1.256,1,1,1,1,-491.7,-176.04,148.22,1,1,-491.7,-176.04,148.22,0.0001,-0.00034
630,1.258,1,1,1,1,-482.27,-172.66,145.39,1,1,-482.27,-172.66,145.39,0.0001,-0.00034
631,1.26,1,1,1,1,-473.17,-169.41,142.64,1,1,-473.17,-169.41,142.64,0.0001,-0.00034
632,1.262,1,1,1,1,-463.89,-166.07,139.81,1,1,-463.89,-166.07,139.81,0.0001,-0.00034
633,1.264,1,1,1,1,-453.87,-162.45,136.74,1,1,-453.87,-162.45,136.74,0.0001,-0.00034
634,1.266,1,1,1,1,-441.95,-158.15,133.09,1,1,-441.95,-158.15,133.09,0.0001,-0.00034
635,1.268,1,1,1,1,-426.36,-152.54,128.34,1,1,-426.36,-152.54,128.34,0.0001,-0.00034
636,1.27,1,1,1,1,-405.98,-145.23,122.18,1,1,-405.98,-145.23,122.18,0.0001,-0.00034
637,1.272,1,1,1,1,-380.48,-136.11,114.49,1,1,-380.48,-136.11,114.49,0.0001,-0.00034
638,1.274,1,1,1,1,-349.67,-125.1,105.23,1,1,-349.67,-125.1,105.23,0.0001,-0.00034
639,1.276,1,1,1,1,-314.15,-112.4,94.573,1,1,-314.15,-112.4,94.573,0.0001,-0.00034
640,1.278,1,1,1,1,-275.54,-98.61,82.998,1,1,-275.54,-98.61,82.998,0.0001,-0.00034
641,1.28,1,1,1,1,-235.45,-84.291,70.97,1,1,-235.45,-84.291,70.97,0.0001,-0.00034
642,1.282,1,1,1,1,-195.16,-69.902,58.88,1,1,-195.16,-69.902,58.88,0.0001,-0.00034
643,1.284,1,1,1,1,-156.22,-55.979,47.173,1,1,-156.22,-55.979,47.173,0.0001,-0.00034
644,1.286,1,1,1,1,-119.58,-42.864,36.128,1,1,-119.58,-42.864,36.128,0.0001,-0.00034
645,1.288,1,1,1,1,-85.012,-30.47,25.686,1,1,-85.012,-30.47,25.686,0.0001,-0.00034
646,1.29,1,1,1,1,-51.894,-18.586,15.668,1,1,-51.894,-18.586,15.668,0.0001,-0.00034
647,1.292,1,1,1,1,-19.515,-6.9715,5.8593,1,1,-19.515,-6.9715,5.8593,0.0001,-0.00034
648,1.294,1,1,1,1,13.444,4.8458,-4.1209,1,1,13.444,4.8458,-4.1209,0.0001,-0.00034
649,1.296,1,1,1,1,48.252,17.324,-14.635,1,1,48.252,17.324,-14.635,0.0001,-0.00034
650,1.298,1,1,1,1,85.278,30.587,-25.798,1,1,85.278,30.587,-25.798,0.0001,-0.00034
651,1.3,1,1,1,1,124.48,44.612,-37.597,1,1,124.48,44.612,-37.597,0.0001,-0.00034
652,1.302,1,1,1,1,165.56,59.291,-49.933,1,1,165.56,59.291,-49.933,0.0001,-0.00034
653,1.304,1,1,1,1,207.23,74.171,-62.431,1,1,207.23,74.171,-62.431,0.0001,-0.00034
654,1.306,1,1,1,1,247.68,88.616,-74.567,1,1,247.68,88.616,-74.567,0.0001,-0.00034
655,1.308,1,1,1,1,285.56,102.15,-85.935,1,1,285.56,102.15,-85.935,0.0001,-0.00034
656,1.31,1,1,1,1,319.7,114.36,-96.19,1,1,319.7,114.36,-96.19,0.0001,-0.00034
657,1.312,1,1,1,1,349.02,124.86,-105.02,1,1,349.02,124.86,-105.02,0.0001,-0.00034
658,1.314,1,1,1,1,373.4,133.59,-112.39,1,1,373.4,133.59,-112.39,0.0001,-0.00034
659,1.316,1,1,1,1,393.55,140.82,-118.5,1,1,393.55,140.82,-118.5,0.0001,-0.00034
660,1.318,1,1,1,1,410.24,146.82,-123.58,1,1,410.24,146.82,-123.58,0.0001,-0.00034
661,1.32,1,1,1,1,424.51,151.96,-127.93,1,1,424.51,151.96,-127.93,0.0001,-0.00034
662,1.322,1,1,1,1,437.8,156.74,-131.97,1,1,437.8,156.74,-131.97,0.0001,-0.00034
663,1.324,1,1,1,1,450.95,161.45,-135.94,1,1,450.95,161.45,-135.94,0.0001,-0.00034
664,1.326,1,1,1,1,463.95,166.1,-139.85,1,1,463.95,166.1,-139.85,0.0001,-0.00034
665,1.328,1,1,1,1,476.59,170.6,-143.63,1,1,476.59,170.6,-143.63,0.0001,-0.00034
666,1.33,1,1,1,1,488.21,174.74,-147.08,1,1,488.21,174.74,-147.08,0.0001,-0.00034
667,1.332,1,1,1,1,497.36,177.99,-149.79,1,1,497.36,177.99,-149.79,0.0001,-0.00034
668,1.334,1,1,1,1,502.68,179.87,-151.35,1,1,502.68,179.87,-151.35,0.0001,-0.00034
669,1.336,1,1,1,1,503.3,180.07,-151.51,1,1,503.3,180.07,-151.51,0.0001,-0.00034
670,1.338,1,1,1,1,498.43,178.32,-150.03,1,1,498.43,178.32,-150.03,0.0001,-0.00034
671,1.34,1,1,1,1,487.79,174.53,-146.85,1,1,487.79,174.53,-146.85,0.0001,-0.00034
672,1.342,1,1,1,1,472.13,168.95,-142.17,1,1,472.13,168.95,-142.17,0.0001,-0.00034
673,1.344,1,1,1,1,452.59,161.98,-136.32,1,1,452.59,161.98,-136.32,0.0001,-0.00034
674,1.346,1,1,1,1,430.24,154,-129.64,1,1,430.24,154,-129.64,0.0001,-0.00034
675,1.348,1,1,1,1,406.43,145.5,-122.51,1,1,406.43,145.5,-122.51,0.0001,-0.00034
676,1.35,1,1,1,1,382.45,136.93,-115.3,1,1,382.45,136.93,-115.3,0.0001,-0.00034
677,1.352,1,1,1,1,358.75,128.45,-108.15,1,1,358.75,128.45,-108.15,0.0001,-0.00034
678,1.354,1,1,1,1,335.24,120.02,-101.05,1,1,335.24,120.02,-101.05,0.0001,-0.00034
679,1.356,1,1,1,1,311.64,111.55,-93.903,1,1,311.64,111.55,-93.903,0.0001,-0.00034
680,1.358,1,1,1,1,287.05,102.72,-86.446,1,1,287.05,102.72,-86.446,0.0001,-0.00034
681,1.36,1,1,1,1,260.18,93.081,-78.312,1,1,260.18,93.081,-78.312,0.0001,-0.00034
682,1.362,1,1,1,1,230.24,82.353,-69.268,1,1,230.24,82.353,-69.268,0.0001,-0.00034
683,1.364,1,1,1,1,196.86,70.402,-59.199,1,1,196.86,70.402,-59.199,0.0001,-0.00034
684,1.366,1,1,1,1,159.8,57.145,-48.05,1,1,159.8,57.145,-48.05,0.0001,-0.00034
685,1.368,1,1,1,1,119.58,42.764,-35.968,1,1,119.58,42.764,-35.968,0.0001,-0.00034
686,1.37,1,1,1,1,77.449,27.709,-23.318,1,1,77.449,27.709,-23.318,0.0001,-0.00034
687,1.372,1,1,1,1,34.673,12.43,-10.475,1,1,34.673,12.43,-10.475,0.0001,-0.00034
688,1.374,1,1,1,1,-7.4993,-2.641,2.1889,1,1,-7.4993,-2.641,2.1889,0.0001,-0.00034
689,1.376,1,1,1,1,-47.693,-17.016,14.274,1,1,-47.693,-17.016,14.274,0.0001,-0.00034
690,1.378,1,1,1,1,-85.073,-30.396,25.535,1,1,-85.073,-30.396,25.535,0.0001,-0.00034
691,1.38,1,1,1,1,-119.64,-42.778,35.965,1,1,-119.64,-42.778,35.965,0.0001,-0.00034
692,1.382,1,1,1,1,-151.66,-54.257,45.643,1,1,-151.66,-54.257,45.643,0.0001,-0.00034
693,1.384,1,1,1,1,-181.67,-65.019,54.728,1,1,-181.67,-65.019,54.728,0.0001,-0.00034
694,1.386,1,1,1,1,-210.74,-75.445,63.526,1,1,-210.74,-75.445,63.526,0.0001,-0.00034
695,1.388,1,1,1,1,-239.85,-85.888,72.324,1,1,-239.85,-85.888,72.324,0.0001,-0.00034
696,1.39,1,1,1,1,-269.44,-96.486,81.249,1,1,-269.44,-96.486,81.249,0.0001,-0.00034
697,1.392,1,1,1,1,-299.65,-107.29,90.346,1,1,-299.65,-107.29,90.346,0.0001,-0.00034
698,1.394,1,1,1,1,-330.29,-118.24,99.547,1,1,-330.29,-118.24,99.547,0.0001,-0.00034
699,1.396,1,1,1,1,-360.37,-128.98,108.57,1,1,-360.37,-128.98,108.57,0.0001,-0.00034
700,1.398,1,1,1,1,-388.6,-139.06,117.03,1,1,-388.6,-139.06,117.03,0.0001,-0.00034
701,1.4,1,1,1,1,-413.91,-148.1,124.62,1,1,-413.91,-148.1,124.62,0.0001,-0.00034
702,1.402,1,1,1,1,-435.24,-155.73,131.02,1,1,-435.24,-155.73,131.02,0.0001,-0.00034
703,1.404,1,1,1,1,-451.7,-161.61,135.97,1,1,-451.7,-161.61,135.97,0.0001,-0.00034
704,1.406,1,1,1,1,-463.14,-165.71,139.43,1,1,-463.14,-165.71,139.43,0.0001,-0.00034
705,1.408,1,1,1,1,-470.01,-168.19,141.53,1,1,-470.01,-168.19,141.53,0.0001,-0.00034
706,1.41,1,1,1,1,-472.96,-169.27,142.46,1,1,-472.96,-169.27,142.46,0.0001,-0.00034
707,1.412,1,1,1,1,-472.93,-169.28,142.49,1,1,-472.93,-169.28,142.49,0.0001,-0.00034
708,1.414,1,1,1,1,-471.16,-168.66,141.99,1,1,-471.16,-168.66,141.99,0.0001,-0.00034
709,1.416,1,1,1,1,-468.39,-167.68,141.17,1,1,-468.39,-167.68,141.17,0.0001,-0.00034
710,1.418,1,1,1,1,-464.88,-166.42,140.11,1,1,-464.88,-166.42,140.11,0.0001,-0.00034
711,1.42,1,1,1,1,-460.71,-164.92,138.84,1,1,-460.71,-164.92,138.84,0.0001,-0.00034
712,1.422,1,1,1,1,-455.44,-163.02,137.21,1,1,-455.44,-163.02,137.21,0.0001,-0.00034
713,1.424,1,1,1,1,-448.05,-160.35,134.95,1,1,-448.05,-160.35,134.95,0.0001,-0.00034
714,1.426,1,1,1,1,-437.57,-156.57,131.76,1,1,-437.57,-156.57,131.76,0.0001,-0.00034
715,1.428,1,1,1,1,-423.28,-151.44,127.42,1,1,-423.28,-151.44,127.42,0.0001,-0.00034
716,1.43,1,1,1,1,-404.53,-144.73,121.77,1,1,-404.53,-144.73,121.77,0.0001,-0.00034
717,1.432,1,1,1,1,-381.15,-136.37,114.74,1,1,-381.15,-136.37,114.74,0.0001,-0.00034
718,1.434,1,1,1,1,-353.72,-126.57,106.5,1,1,-353.72,-126.57,106.5,0.0001,-0.00034
719,1.436,1,1,1,1,-323.09,-115.62,97.307,1,1,-323.09,-115.62,97.307,0.0001,-0.00034
720,1.438,1,1,1,1,-290.23,-103.88,87.448,1,1,-290.23,-103.88,87.448,0.0001,-0.00034
721,1.44,1,1,1,1,-256.38,-91.791,77.287,1,1,-256.38,-91.791,77.287,0.0001,-0.00034
722,1.442,1,1,1,1,-222.7,-79.751,67.16,1,1,-222.7,-79.751,67.16,0.0001,-0.00034
723,1.444,1,1,1,1,-189.73,-67.951,57.229,1,1,-189.73,-67.951,57.229,0.0001,-0.00034
724,1.446,1,1,1,1,-157.64,-56.452,47.547,1,1,-157.64,-56.452,47.547,0.0001,-0.00034
725,1.448,1,1,1,1,-126.31,-45.223,38.081,1,1,-126.31,-45.223,38.081,0.0001,-0.00034
726,1.45,1,1,1,1,-95.122,-34.041,28.647,1,1,-95.122,-34.041,28.647,0.0001,-0.00034
727,1.452,1,1,1,1,-63.171,-22.587,18.988,1,1,-63.171,-22.587,18.988,0.0001,-0.00034
728,1.454,1,1,1,1,-29.859,-10.65,8.9289,1,1,-29.859,-10.65,8.9289,0.0001,-0.00034
729,1.456,1,1,1,1,5.2197,1.9127,-1.6512,1,1,5.2197,1.9127,-1.6512,0.0001,-0.00034
730,1.458,1,1,1,1,42.291,15.179,-12.812,1,1,42.291,15.179,-12.812,0.0001,-0.00034
731,1.46,1,1,1,1,80.957,29.005,-24.435,1,1,80.957,29.005,-24.435,0.0001,-0.00034
732,1.462,1,1,1,1,120.28,43.056,-36.248,1,1,120.28,43.056,-36.248,0.0001,-0.00034
733,1.464,1,1,1,1,159.25,56.98,-47.951,1,1,159.25,56.98,-47.951,0.0001,-0.00034
734,1.466,1,1,1,1,196.77,70.394,-59.22,1,1,196.77,70.394,-59.22,0.0001,-0.00034
